#Beta_peaks Enhancers
#Created from /project/NeuralNet/CRC/ROSE/2.rose_Beta_narrow.05_broad.1_incltss/Beta_peaks_12KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by Beta_H3K27ac.bam
#Using cutoff of 13012.3095 for Super-Enhancers
#Created on Oct 24 2022 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	Beta_H3K27ac.bam	enhancerRank	isSuper
2_Beta_peak_624_lociStitched	chr1	24194402	24195167	2	608	421.362	14049	0
1_Beta_peak_30121_lociStitched	chr7	25353502	25354050	1	549	421.0832	14050	0
1_Beta_peak_3191_lociStitched	chr1	230350765	230351431	1	667	421.0452	14051	0
2_Beta_peak_21921_lociStitched	chr22	24603539	24604823	2	698	421.0236	14052	0
1_Beta_peak_35563_lociStitched	chrX_jh159150_fix	3046207	3046957	1	751	420.975	14053	0
2_Beta_peak_20490_lociStitched	chr20	11962780	11963997	2	815	420.9603	14054	0
1_Beta_peak_29058_lociStitched	chr6	123412142	123413132	1	991	420.651	14055	0
1_Beta_peak_18661_lociStitched	chr2	70780155	70780892	1	738	420.6059	14056	0
1_Beta_peak_17480_lociStitched	chr19_gl383573_alt	363922	364575	1	654	420.5973	14057	0
1_Beta_peak_16727_lociStitched	chr19	37498417	37499090	1	674	420.5577	14058	0
1_Beta_peak_31747_lociStitched	chr8	8729306	8730062	1	757	420.4872	14059	0
2_Beta_peak_29614_lociStitched	chr6_cox_hap2	4709982	4711362	2	522	420.486	14060	0
1_Beta_peak_7606_lociStitched	chr12	56881312	56881939	1	628	420.4662	14061	0
1_Beta_peak_31186_lociStitched	chr7	128972160	128972759	1	600	420.1985	14062	0
2_Beta_peak_35469_lociStitched	chrX	134477585	134478507	2	663	420.1554	14063	0
1_Beta_peak_17307_lociStitched	chr19	53700369	53700957	1	589	420.0084	14064	0
1_Beta_peak_7266_lociStitched	chr12	30671579	30672529	1	951	419.995	14065	0
1_Beta_peak_23582_lociStitched	chr3	100244317	100244885	1	569	419.9792	14066	0
2_Beta_peak_17883_lociStitched	chr2	10548281	10549212	2	560	419.9741	14067	0
2_Beta_peak_29572_lociStitched	chr6_apd_hap1	167069	168239	2	678	419.913	14068	0
1_Beta_peak_21098_lociStitched	chr20	52355186	52355618	1	433	419.6448	14069	0
2_Beta_peak_3371_lociStitched	chr1	237058571	237059511	2	563	419.522	14070	0
2_Beta_peak_31544_lociStitched	chr7	157064426	157065431	2	559	419.3865	14071	0
1_Beta_peak_7749_lociStitched	chr12	69979159	69979618	1	460	419.2965	14072	0
1_Beta_peak_9051_lociStitched	chr13	73301342	73301800	1	459	419.2532	14073	0
1_Beta_peak_2493_lociStitched	chr1	173421074	173421960	1	887	419.078	14074	0
1_Beta_peak_19429_lociStitched	chr2	161097943	161098822	1	880	418.9314	14075	0
1_Beta_peak_27597_lociStitched	chr5	173256531	173257146	1	616	418.8765	14076	0
2_Beta_peak_27978_lociStitched	chr6	14117478	14118373	2	666	418.86	14077	0
2_Beta_peak_26161_lociStitched	chr5	2694983	2696316	2	660	418.8286	14078	0
1_Beta_peak_27576_lociStitched	chr5	172366257	172367028	1	772	418.8072	14079	0
1_Beta_peak_4961_lociStitched	chr10	132892850	132893445	1	596	418.523	14080	0
2_Beta_peak_26155_lociStitched	chr5	2145779	2146971	2	705	418.5112	14081	0
1_Beta_peak_12396_lociStitched	chr16	35283928	35284511	1	584	418.4774	14082	0
1_Beta_peak_21924_lociStitched	chr22	24699068	24699578	1	511	418.455	14083	0
2_Beta_peak_29584_lociStitched	chr6_cox_hap2	386668	387862	2	765	418.3776	14084	0
2_Beta_peak_10525_lociStitched	chr14	105516480	105517478	2	825	418.3616	14085	0
2_Beta_peak_21986_lociStitched	chr22	28328803	28329792	2	677	418.347	14086	0
1_Beta_peak_26090_lociStitched	chr4	190802359	190802747	1	389	418.1088	14087	0
1_Beta_peak_30445_lociStitched	chr7	51330397	51330966	1	570	418.1012	14088	0
2_Beta_peak_24958_lociStitched	chr4	38070529	38071546	2	771	418.0887	14089	0
1_Beta_peak_27395_lociStitched	chr5	148700065	148700576	1	512	417.9469	14090	0
2_Beta_peak_23419_lociStitched	chr3	69228339	69229262	2	554	417.9344	14091	0
1_Beta_peak_14504_lociStitched	chr17	63119084	63119735	1	652	417.8769	14092	0
1_Beta_peak_27083_lociStitched	chr5	125720079	125720668	1	590	417.8366	14093	0
1_Beta_peak_28568_lociStitched	chr6	45558399	45559016	1	618	417.709	14094	0
1_Beta_peak_19712_lociStitched	chr2	197035627	197036295	1	669	417.7004	14095	0
1_Beta_peak_17982_lociStitched	chr2	23788809	23789242	1	434	417.6718	14096	0
1_Beta_peak_34727_lociStitched	chr9_kb663605_fix	60236	60933	1	698	417.5727	14097	0
1_Beta_peak_24248_lociStitched	chr3	170891528	170892186	1	659	417.5668	14098	0
1_Beta_peak_4915_lociStitched	chr10	126712465	126713108	1	644	417.4999	14099	0
2_Beta_peak_15097_lociStitched	chr17_jh159145_fix	87644	88654	2	690	417.433	14100	0
1_Beta_peak_33506_lociStitched	chr9	38047306	38047847	1	542	417.2733	14101	0
1_Beta_peak_16676_lociStitched	chr19	36036135	36036829	1	695	417.2328	14102	0
1_Beta_peak_32734_lociStitched	chr8	110597817	110598429	1	613	417.2004	14103	0
1_Beta_peak_3686_lociStitched	chr10	15902007	15902849	1	843	417.1268	14104	0
1_Beta_peak_9974_lociStitched	chr14	70125022	70125630	1	609	417.0272	14105	0
1_Beta_peak_353_lociStitched	chr1	12079007	12079800	1	794	416.9594	14106	0
1_Beta_peak_30464_lociStitched	chr7	55656310	55656880	1	571	416.955	14107	0
1_Beta_peak_3375_lociStitched	chr1	238027756	238028487	1	732	416.8893	14108	0
1_Beta_peak_27424_lociStitched	chr5	150020350	150020901	1	552	416.8866	14109	0
1_Beta_peak_34515_lociStitched	chr9	136800750	136801265	1	516	416.841	14110	0
1_Beta_peak_21048_lociStitched	chr20	49275961	49276427	1	467	416.837	14111	0
1_Beta_peak_26074_lociStitched	chr4	187686921	187687700	1	780	416.6871	14112	0
1_Beta_peak_28404_lociStitched	chr6	40377771	40378102	1	332	416.398	14113	0
1_Beta_peak_22429_lociStitched	chr22	45142770	45143629	1	860	416.0996	14114	0
1_Beta_peak_14609_lociStitched	chr17	70147692	70148418	1	727	415.9254	14115	0
1_Beta_peak_25992_lociStitched	chr4	184826142	184826878	1	737	415.6928	14116	0
2_Beta_peak_1543_lociStitched	chr1	81121802	81123009	2	560	415.5701	14117	0
1_Beta_peak_32419_lociStitched	chr8	73535506	73536365	1	860	415.4124	14118	0
1_Beta_peak_11293_lociStitched	chr15	76050496	76051214	1	719	415.363	14119	0
1_Beta_peak_17673_lociStitched	chr1_jh636052_fix	5564076	5564696	1	621	415.09	14120	0
1_Beta_peak_29761_lociStitched	chr6_qbl_hap6	2460872	2461542	1	671	414.931	14121	0
1_Beta_peak_5501_lociStitched	chr11	31012278	31012801	1	524	414.7913	14122	0
1_Beta_peak_32342_lociStitched	chr8	61316135	61317160	1	1026	414.715	14123	0
1_Beta_peak_33108_lociStitched	chr8	144911132	144911606	1	475	414.6078	14124	0
1_Beta_peak_6141_lociStitched	chr11	67351055	67351660	1	606	414.6065	14125	0
1_Beta_peak_14071_lociStitched	chr17	41495991	41496815	1	825	414.5544	14126	0
2_Beta_peak_2441_lociStitched	chr1	168802773	168803695	2	781	414.5312	14127	0
1_Beta_peak_32117_lociStitched	chr8	37915563	37916229	1	667	414.4518	14128	0
1_Beta_peak_25578_lociStitched	chr4	114900396	114901136	1	741	414.252	14129	0
2_Beta_peak_35091_lociStitched	chrX	47441343	47442050	2	549	414.1606	14130	0
2_Beta_peak_5238_lociStitched	chr11	8008316	8009211	2	682	414.027	14131	0
1_Beta_peak_6503_lociStitched	chr11	108463578	108464354	1	777	413.9184	14132	0
1_Beta_peak_13748_lociStitched	chr17	28132251	28132899	1	649	413.8128	14133	0
1_Beta_peak_858_lociStitched	chr1	32180700	32181328	1	629	413.7264	14134	0
1_Beta_peak_22154_lociStitched	chr22	36245947	36246537	1	591	413.708	14135	0
1_Beta_peak_23954_lociStitched	chr3	132870827	132871485	1	659	413.6846	14136	0
1_Beta_peak_22724_lociStitched	chr3	11555222	11556189	1	968	413.5859	14137	0
1_Beta_peak_22701_lociStitched	chr3	10067530	10068341	1	812	413.3667	14138	0
1_Beta_peak_23655_lociStitched	chr3	111482486	111482998	1	513	413.2864	14139	0
1_Beta_peak_5377_lociStitched	chr11	15671432	15672231	1	800	413.1629	14140	0
1_Beta_peak_14438_lociStitched	chr17	60729692	60730635	1	944	413.1283	14141	0
1_Beta_peak_13774_lociStitched	chr17	29058676	29059169	1	494	412.8875	14142	0
1_Beta_peak_3774_lociStitched	chr10	25971283	25971719	1	437	412.5868	14143	0
1_Beta_peak_11161_lociStitched	chr15	68870818	68871510	1	693	412.5012	14144	0
1_Beta_peak_25191_lociStitched	chr4	64485330	64486372	1	1043	412.4236	14145	0
1_Beta_peak_6765_lociStitched	chr11	125321458	125322450	1	993	412.3744	14146	0
1_Beta_peak_26105_lociStitched	chr4_gl877872_fix	33273	34020	1	748	412.344	14147	0
2_Beta_peak_11264_lociStitched	chr15	75212234	75213173	2	648	412.3149	14148	0
2_Beta_peak_19591_lociStitched	chr2	178557345	178558133	2	659	412.0452	14149	0
1_Beta_peak_30689_lociStitched	chr7	78399945	78400599	1	655	411.8892	14150	0
1_Beta_peak_31267_lociStitched	chr7	135608597	135609334	1	738	411.8356	14151	0
1_Beta_peak_8657_lociStitched	chr13	30081150	30081733	1	584	411.7146	14152	0
1_Beta_peak_27916_lociStitched	chr6	7590494	7591088	1	595	411.642	14153	0
1_Beta_peak_13052_lociStitched	chr16	88636768	88637299	1	532	411.5781	14154	0
1_Beta_peak_14250_lociStitched	chr17	48171846	48172399	1	554	411.3767	14155	0
1_Beta_peak_27912_lociStitched	chr6	7505595	7506317	1	723	411.3234	14156	0
1_Beta_peak_15454_lociStitched	chr18	32956600	32957262	1	663	411.3006	14157	0
1_Beta_peak_9757_lociStitched	chr14	58618423	58619253	1	831	411.099	14158	0
1_Beta_peak_31076_lociStitched	chr7	111808578	111809418	1	841	411.096	14159	0
2_Beta_peak_4970_lociStitched	chr10	133473151	133474167	2	696	410.972	14160	0
1_Beta_peak_10436_lociStitched	chr14	102258700	102259238	1	539	410.763	14161	0
1_Beta_peak_15620_lociStitched	chr18	56084029	56084889	1	861	410.736	14162	0
2_Beta_peak_30282_lociStitched	chr7	38411573	38412397	2	665	410.5168	14163	0
1_Beta_peak_26507_lociStitched	chr5	58083363	58083883	1	521	410.488	14164	0
1_Beta_peak_11520_lociStitched	chr15	91243212	91244138	1	927	410.3106	14165	0
1_Beta_peak_35433_lociStitched	chrX	128910905	128911750	1	846	410.2475	14166	0
2_Beta_peak_2918_lociStitched	chr1	210000789	210001705	2	677	410.0932	14167	0
1_Beta_peak_29830_lociStitched	chr7	578262	579041	1	780	410.0656	14168	0
1_Beta_peak_6722_lociStitched	chr11	121424079	121424705	1	627	409.9048	14169	0
2_Beta_peak_3994_lociStitched	chr10	45869069	45870188	2	760	409.8897	14170	0
1_Beta_peak_5656_lociStitched	chr11	45970908	45971453	1	546	409.84	14171	0
1_Beta_peak_18573_lociStitched	chr2	65609848	65610584	1	737	409.8048	14172	0
1_Beta_peak_26111_lociStitched	chr4_ke332496_fix	202430	203123	1	694	409.7709	14173	0
1_Beta_peak_17899_lociStitched	chr2	11309277	11309889	1	613	409.734	14174	0
2_Beta_peak_33368_lociStitched	chr9	27600044	27601106	2	774	409.7196	14175	0
1_Beta_peak_29571_lociStitched	chr6	170921278	170921769	1	492	409.6904	14176	0
1_Beta_peak_6654_lociStitched	chr11	118690918	118691788	1	871	409.683	14177	0
1_Beta_peak_30392_lociStitched	chr7	47266976	47267512	1	537	409.5576	14178	0
1_Beta_peak_17680_lociStitched	chr1_jh636052_fix	5918398	5919041	1	644	409.3981	14179	0
1_Beta_peak_5115_lociStitched	chr11	1092808	1093473	1	666	409.374	14180	0
1_Beta_peak_26606_lociStitched	chr5	68530290	68531040	1	751	409.35	14181	0
1_Beta_peak_2738_lociStitched	chr1	202557696	202558334	1	639	409.3408	14182	0
1_Beta_peak_3804_lociStitched	chr10	28570714	28571597	1	884	409.2705	14183	0
1_Beta_peak_12016_lociStitched	chr16	12488654	12489208	1	555	409.2398	14184	0
1_Beta_peak_162_lociStitched	chr1	6614084	6614639	1	556	409.2015	14185	0
2_Beta_peak_17958_lociStitched	chr2	20715240	20716741	2	742	409.1726	14186	0
1_Beta_peak_11262_lociStitched	chr15	75181893	75182746	1	854	409.0988	14187	0
1_Beta_peak_23738_lociStitched	chr3	115853843	115854710	1	868	408.8772	14188	0
1_Beta_peak_23668_lociStitched	chr3	112012441	112013111	1	671	408.834	14189	0
1_Beta_peak_24336_lociStitched	chr3	179168813	179169588	1	776	408.735	14190	0
1_Beta_peak_11000_lociStitched	chr15	59642492	59643378	1	887	408.7118	14191	0
1_Beta_peak_1905_lociStitched	chr1	117421757	117422315	1	559	408.6234	14192	0
1_Beta_peak_16067_lociStitched	chr19	7178674	7179373	1	700	408.5655	14193	0
1_Beta_peak_1908_lociStitched	chr1	117602676	117603334	1	659	408.3548	14194	0
1_Beta_peak_25091_lociStitched	chr4	48377575	48378491	1	917	408.3528	14195	0
1_Beta_peak_29612_lociStitched	chr6_cox_hap2	4611779	4612512	1	734	408.281	14196	0
1_Beta_peak_28986_lociStitched	chr6	114106957	114107491	1	535	408.243	14197	0
2_Beta_peak_9571_lociStitched	chr14	35834501	35835405	2	586	408.156	14198	0
1_Beta_peak_16973_lociStitched	chr19	44860412	44860935	1	524	407.9923	14199	0
1_Beta_peak_22883_lociStitched	chr3	32086766	32087499	1	734	407.9878	14200	0
2_Beta_peak_9893_lociStitched	chr14	65646887	65647844	2	667	407.9691	14201	0
1_Beta_peak_23481_lociStitched	chr3	73501091	73501492	1	402	407.9373	14202	0
2_Beta_peak_29698_lociStitched	chr6_mann_hap4	2930767	2932035	2	907	407.9156	14203	0
1_Beta_peak_8269_lociStitched	chr12	122149874	122150606	1	733	407.7972	14204	0
1_Beta_peak_12809_lociStitched	chr16	74661740	74662313	1	574	407.7468	14205	0
1_Beta_peak_1816_lociStitched	chr1	111019930	111020715	1	786	407.729	14206	0
2_Beta_peak_11343_lociStitched	chr15	80270734	80271686	2	682	407.5512	14207	0
2_Beta_peak_6292_lociStitched	chr11	76817623	76819006	2	619	407.2935	14208	0
2_Beta_peak_28050_lociStitched	chr6	18387243	18388305	2	715	407.277	14209	0
1_Beta_peak_15235_lociStitched	chr18	8844940	8845492	1	553	407.2656	14210	0
2_Beta_peak_6857_lociStitched	chr11	132574634	132575372	2	598	407.2284	14211	0
1_Beta_peak_27210_lociStitched	chr5	137224993	137225527	1	535	407.0682	14212	0
1_Beta_peak_26446_lociStitched	chr5	51305766	51306262	1	497	407.0672	14213	0
1_Beta_peak_25079_lociStitched	chr4	47534062	47534766	1	705	407.0528	14214	0
1_Beta_peak_32012_lociStitched	chr8	29133240	29134044	1	805	406.9044	14215	0
1_Beta_peak_2908_lociStitched	chr1	209700923	209701394	1	472	406.8969	14216	0
1_Beta_peak_18428_lociStitched	chr2	51259049	51259653	1	605	406.794	14217	0
2_Beta_peak_5585_lociStitched	chr11	35639381	35640327	2	668	406.78	14218	0
2_Beta_peak_23570_lociStitched	chr3	99721469	99722337	2	542	406.7448	14219	0
1_Beta_peak_31162_lociStitched	chr7	127658413	127658835	1	423	406.6392	14220	0
1_Beta_peak_19247_lociStitched	chr2	130902236	130903004	1	769	406.5024	14221	0
1_Beta_peak_33505_lociStitched	chr9	38026645	38027178	1	534	406.3592	14222	0
1_Beta_peak_19624_lociStitched	chr2	182479877	182480338	1	462	406.2793	14223	0
1_Beta_peak_2783_lociStitched	chr1	204182582	204183145	1	564	406.2608	14224	0
2_Beta_peak_29720_lociStitched	chr6_mcf_hap5	2889062	2890013	2	724	406.1721	14225	0
1_Beta_peak_17303_lociStitched	chr19	53465540	53466146	1	607	406.1412	14226	0
1_Beta_peak_13117_lociStitched	chr16_gl383556_alt	136210	136884	1	675	405.9502	14227	0
1_Beta_peak_23844_lociStitched	chr3	125708900	125709717	1	818	405.8856	14228	0
1_Beta_peak_3392_lociStitched	chr1	240725572	240726365	1	794	405.7781	14229	0
1_Beta_peak_9604_lociStitched	chr14	39703295	39703897	1	603	405.6276	14230	0
1_Beta_peak_4097_lociStitched	chr10	64996523	64997072	1	550	405.5463	14231	0
1_Beta_peak_35320_lociStitched	chrX	102407535	102408204	1	670	405.2802	14232	0
2_Beta_peak_29711_lociStitched	chr6_mcf_hap5	167215	168287	2	649	405.216	14233	0
2_Beta_peak_7897_lociStitched	chr12	94929040	94930032	2	624	405.0336	14234	0
1_Beta_peak_31769_lociStitched	chr8	10617959	10618938	1	980	404.8165	14235	0
1_Beta_peak_10272_lociStitched	chr14	92355233	92355969	1	737	404.8	14236	0
1_Beta_peak_20138_lociStitched	chr2	233285332	233285895	1	564	404.797	14237	0
1_Beta_peak_25308_lociStitched	chr4	79566629	79567537	1	909	404.6956	14238	0
1_Beta_peak_26413_lociStitched	chr5	43396856	43397389	1	534	404.6536	14239	0
2_Beta_peak_33975_lociStitched	chr9	101558384	101559288	2	621	404.6304	14240	0
1_Beta_peak_33176_lociStitched	chr8_gl383536_fix	60950	61648	1	699	404.5608	14241	0
2_Beta_peak_22680_lociStitched	chr3	9690588	9691491	2	751	404.544	14242	0
1_Beta_peak_35119_lociStitched	chrX	48858438	48858996	1	559	404.4942	14243	0
2_Beta_peak_7476_lociStitched	chr12	52278700	52279636	2	625	404.352	14244	0
1_Beta_peak_32685_lociStitched	chr8	102803235	102803809	1	575	404.3256	14245	0
1_Beta_peak_30120_lociStitched	chr7	25295108	25295680	1	573	404.0036	14246	0
2_Beta_peak_33947_lociStitched	chr9	100000306	100001210	2	666	403.9976	14247	0
1_Beta_peak_33239_lociStitched	chr9	3936672	3937294	1	623	403.9268	14248	0
1_Beta_peak_15572_lociStitched	chr18	50318979	50319362	1	384	403.9118	14249	0
1_Beta_peak_21015_lociStitched	chr20	48307716	48308119	1	404	403.806	14250	0
1_Beta_peak_1541_lociStitched	chr1	78511683	78512247	1	565	403.7112	14251	0
1_Beta_peak_21407_lociStitched	chr21	35075953	35076737	1	785	403.6816	14252	0
1_Beta_peak_1827_lociStitched	chr1	111888686	111889519	1	834	403.5052	14253	0
1_Beta_peak_29404_lociStitched	chr6	157276847	157277379	1	533	403.4688	14254	0
1_Beta_peak_24467_lociStitched	chr3	186471086	186471650	1	565	403.1472	14255	0
1_Beta_peak_23521_lociStitched	chr3	81792428	81793197	1	770	403.1098	14256	0
1_Beta_peak_33243_lociStitched	chr9	4235443	4235918	1	476	403.0375	14257	0
1_Beta_peak_28935_lociStitched	chr6	109487658	109488508	1	851	402.9	14258	0
1_Beta_peak_24389_lociStitched	chr3	183684912	183685508	1	597	402.7172	14259	0
1_Beta_peak_15371_lociStitched	chr18	21631157	21631963	1	807	402.5164	14260	0
1_Beta_peak_6478_lociStitched	chr11	105480926	105481442	1	517	402.48	14261	0
1_Beta_peak_30132_lociStitched	chr7	26331495	26332047	1	553	402.4632	14262	0
2_Beta_peak_4806_lociStitched	chr10	116006406	116007338	2	660	402.4376	14263	0
1_Beta_peak_19531_lociStitched	chr2	172272025	172272641	1	617	402.3712	14264	0
1_Beta_peak_26189_lociStitched	chr5	9302270	9302849	1	580	402.2892	14265	0
1_Beta_peak_6388_lociStitched	chr11	86666739	86667577	1	839	402.24	14266	0
1_Beta_peak_21856_lociStitched	chr22	22315707	22316328	1	622	402.2217	14267	0
1_Beta_peak_19098_lociStitched	chr2	112044922	112045709	1	788	402.157	14268	0
1_Beta_peak_33135_lociStitched	chr8	145653383	145654281	1	899	402.1244	14269	0
2_Beta_peak_10786_lociStitched	chr15	41624337	41625532	2	810	402.1175	14270	0
1_Beta_peak_11959_lociStitched	chr16	10002002	10002730	1	729	402.0016	14271	0
1_Beta_peak_29280_lociStitched	chr6	145468875	145469574	1	700	401.8551	14272	0
1_Beta_peak_23023_lociStitched	chr3	44690090	44690628	1	539	401.8322	14273	0
2_Beta_peak_30846_lociStitched	chr7	98759688	98760725	2	702	401.7338	14274	0
1_Beta_peak_33693_lociStitched	chr9	80850641	80851488	1	848	401.7321	14275	0
2_Beta_peak_27479_lociStitched	chr5	155396189	155397177	2	780	401.7208	14276	0
2_Beta_peak_17662_lociStitched	chr1_jh636052_fix	5061240	5062345	2	868	401.6675	14277	0
1_Beta_peak_23025_lociStitched	chr3	44753841	44754553	1	713	401.568	14278	0
1_Beta_peak_32427_lociStitched	chr8	73759779	73760532	1	754	401.4243	14279	0
2_Beta_peak_19208_lociStitched	chr2	122494092	122495028	2	547	401.3568	14280	0
1_Beta_peak_22904_lociStitched	chr3	33318860	33319301	1	442	401.3541	14281	0
2_Beta_peak_24782_lociStitched	chr4	5958100	5959035	2	718	401.302	14282	0
1_Beta_peak_15230_lociStitched	chr18	8685258	8685750	1	493	401.1276	14283	0
1_Beta_peak_12150_lociStitched	chr16	21384410	21384998	1	589	401.016	14284	0
1_Beta_peak_20067_lociStitched	chr2	225848065	225848642	1	578	400.8996	14285	0
2_Beta_peak_3600_lociStitched	chr10	7375679	7376621	2	773	400.7268	14286	0
1_Beta_peak_10208_lociStitched	chr14	90754002	90754578	1	577	400.7232	14287	0
1_Beta_peak_32835_lociStitched	chr8	124669866	124670408	1	543	400.7006	14288	0
2_Beta_peak_14384_lociStitched	chr17	57374454	57375411	2	680	400.5045	14289	0
1_Beta_peak_9892_lociStitched	chr14	65568676	65569157	1	482	400.4325	14290	0
1_Beta_peak_13521_lociStitched	chr17	16471948	16472602	1	655	400.3788	14291	0
1_Beta_peak_27358_lociStitched	chr5	142431554	142432047	1	494	400.3653	14292	0
2_Beta_peak_1209_lociStitched	chr1	49092725	49093805	2	653	400.356	14293	0
1_Beta_peak_24192_lociStitched	chr3	160336367	160337087	1	721	400.32	14294	0
1_Beta_peak_3373_lociStitched	chr1	237176066	237176808	1	743	400.309	14295	0
1_Beta_peak_12641_lociStitched	chr16	67737673	67738217	1	545	400.2752	14296	0
1_Beta_peak_12081_lociStitched	chr16	16043523	16044093	1	571	400.197	14297	0
2_Beta_peak_4755_lociStitched	chr10	112112928	112114269	2	850	400.1544	14298	0
1_Beta_peak_21981_lociStitched	chr22	27638107	27638820	1	714	400.1356	14299	0
1_Beta_peak_11005_lociStitched	chr15	59949295	59949728	1	434	399.9621	14300	0
1_Beta_peak_19492_lociStitched	chr2	169439894	169440657	1	764	399.8883	14301	0
1_Beta_peak_32020_lociStitched	chr8	29316803	29317348	1	546	399.7575	14302	0
1_Beta_peak_22884_lociStitched	chr3	32148168	32148658	1	491	399.644	14303	0
2_Beta_peak_7392_lociStitched	chr12	49259872	49260945	2	697	399.5852	14304	0
1_Beta_peak_28745_lociStitched	chr6	76939699	76940435	1	737	399.5008	14305	0
1_Beta_peak_23203_lociStitched	chr3	51572559	51573241	1	683	399.4474	14306	0
1_Beta_peak_23001_lociStitched	chr3	43147196	43147594	1	399	399.3134	14307	0
1_Beta_peak_29575_lociStitched	chr6_apd_hap1	1605797	1606737	1	941	399.218	14308	0
1_Beta_peak_4176_lociStitched	chr10	73804212	73805076	1	865	399.0816	14309	0
1_Beta_peak_35518_lociStitched	chrX	153743880	153744520	1	641	398.848	14310	0
1_Beta_peak_26610_lociStitched	chr5	68747445	68748215	1	771	398.783	14311	0
2_Beta_peak_14120_lociStitched	chr17	42999443	43000451	2	537	398.7648	14312	0
1_Beta_peak_26347_lociStitched	chr5	35617958	35618497	1	540	398.7522	14313	0
1_Beta_peak_5487_lociStitched	chr11	27384841	27385471	1	631	398.727	14314	0
1_Beta_peak_20286_lociStitched	chr2	242529672	242530407	1	736	398.664	14315	0
1_Beta_peak_2785_lociStitched	chr1	204255927	204256359	1	433	398.6496	14316	0
1_Beta_peak_35139_lociStitched	chrX	52987284	52988034	1	751	398.625	14317	0
1_Beta_peak_1127_lociStitched	chr1	44679048	44679532	1	485	398.6224	14318	0
2_Beta_peak_31808_lociStitched	chr8	15274562	15275541	2	665	398.453	14319	0
1_Beta_peak_3311_lociStitched	chr1	235034420	235034991	1	572	398.4438	14320	0
1_Beta_peak_10098_lociStitched	chr14	77370954	77371422	1	469	398.4084	14321	0
1_Beta_peak_24246_lociStitched	chr3	170807500	170808162	1	663	398.3916	14322	0
2_Beta_peak_15634_lociStitched	chr18	57619857	57620904	2	577	398.3835	14323	0
1_Beta_peak_14655_lociStitched	chr17	71744241	71744747	1	507	398.3738	14324	0
2_Beta_peak_3126_lociStitched	chr1	226851907	226853066	2	875	398.3483	14325	0
1_Beta_peak_7365_lociStitched	chr12	47058187	47058969	1	783	398.1162	14326	0
1_Beta_peak_28823_lociStitched	chr6	88441351	88442174	1	824	398.0851	14327	0
1_Beta_peak_20579_lociStitched	chr20	20546602	20547113	1	512	398.0179	14328	0
1_Beta_peak_6539_lociStitched	chr11	111852924	111853530	1	607	397.839	14329	0
1_Beta_peak_31375_lociStitched	chr7	148936693	148937253	1	561	397.824	14330	0
1_Beta_peak_6825_lociStitched	chr11	129245820	129246339	1	520	397.554	14331	0
1_Beta_peak_22160_lociStitched	chr22	36519627	36520141	1	515	397.1678	14332	0
1_Beta_peak_30964_lociStitched	chr7	102105059	102105815	1	757	397.0512	14333	0
1_Beta_peak_26336_lociStitched	chr5	34487673	34488252	1	580	396.9624	14334	0
1_Beta_peak_4530_lociStitched	chr10	97667189	97667949	1	761	396.948	14335	0
1_Beta_peak_29010_lociStitched	chr6	117289547	117290181	1	635	396.9474	14336	0
1_Beta_peak_18467_lociStitched	chr2	55337020	55337398	1	379	396.8244	14337	0
1_Beta_peak_35060_lociStitched	chrX	44401446	44402399	1	954	396.7339	14338	0
1_Beta_peak_13525_lociStitched	chr17	16946272	16946869	1	598	396.7065	14339	0
1_Beta_peak_31549_lociStitched	chr7	157405511	157406484	1	974	396.6921	14340	0
1_Beta_peak_21168_lociStitched	chr20	57874455	57875042	1	588	396.5185	14341	0
1_Beta_peak_4441_lociStitched	chr10	91011129	91011728	1	600	396.4182	14342	0
1_Beta_peak_3748_lociStitched	chr10	23384444	23384931	1	488	396.418	14343	0
1_Beta_peak_15361_lociStitched	chr18	20839817	20840619	1	803	396.2682	14344	0
2_Beta_peak_2812_lociStitched	chr1	204931106	204932306	2	624	396.24	14345	0
1_Beta_peak_16065_lociStitched	chr19	7069373	7070014	1	642	396.138	14346	0
1_Beta_peak_22811_lociStitched	chr3	17120717	17121113	1	397	396.0396	14347	0
1_Beta_peak_26060_lociStitched	chr4	187161535	187162418	1	884	396.0255	14348	0
2_Beta_peak_17064_lociStitched	chr19	46636353	46637369	2	661	395.9352	14349	0
1_Beta_peak_22287_lociStitched	chr22	40704707	40705351	1	645	395.9312	14350	0
1_Beta_peak_26821_lociStitched	chr5	87564321	87564883	1	563	395.929	14351	0
1_Beta_peak_34948_lociStitched	chrX	17878277	17878896	1	620	395.9124	14352	0
1_Beta_peak_35646_lociStitched	chrX_jh806593_fix	166674	167630	1	957	395.784	14353	0
1_Beta_peak_34801_lociStitched	chrUn_gl000221	79547	80117	1	571	395.694	14354	0
1_Beta_peak_2041_lociStitched	chr1	149605467	149606093	1	627	395.5068	14355	0
1_Beta_peak_25033_lociStitched	chr4	40751935	40752514	1	580	395.3412	14356	0
1_Beta_peak_18734_lociStitched	chr2	79739363	79740252	1	890	395.3383	14357	0
1_Beta_peak_17760_lociStitched	chr1_jh636054_fix	602853	603387	1	535	395.2668	14358	0
2_Beta_peak_10924_lociStitched	chr15	52088777	52089587	2	606	395.118	14359	0
